VD;STATUS;POLÍTICA COML.;CODIGO;PEOP;LOJAS;REGIAO GGL;REGIAO GR;REGIAO DIV;NOME GGL;NOME GR;NOME DIV;REGIAO IM;ENDEREÇO;BAIRRO;CIDADE;UF;CEP;Latitude;Longitude;ESCOAMENTO;NOME DA FACHADA;INAUG.;SAFRA;CLUSTER;"CLUSTER 
ABREV.";PARCELAMENTO;"CLUSTER DE 
PARCELAMENTO";TELEFONE1;TELEFONE2;CELULAR;E-MAIL;2ª a 6ª;SAB;DOM;FUNC.;TIPO LOJA;FACHADA;PSICOTRÓPICOS;FARMÁCIA POP.;"SERVIÇOS
 FARMACEUTICOS";VACINAS;IFOOD;RAPPI;CORNER SHOP;SUPER EXPRESSA;VAGAS/ESTACIONAMENTO;BICICLETARIO;PDVs ATIVOS;IMOBILIÁRIO;CD SUPRIDOR;INSCR. ESTADUAL;CNPJ;CENTRO DE CUSTOS;VD NOVO;DATA DA UNIFICAÇAO;CNPJ NOVO;DATA INATIVAÇAO;REALOCAÇÃO;DATA DA VIRADA;EAC;DENGUE/COVID;INJETAVEIS;REFORMA;Operadora;Circuito/Designação;ID VIVO
144;ATIVA;866;144;VD144;DSP CACAPAVA;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV. CEL. MANOEL INOCENCIO, 141;CENTRO;CACAPAVA;SP;12281-010;-23.100854;-45.704757;NORMAL;DROGARIA SAO PAULO;8/25/1997;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3653-2119;(12)3655-6130;(12)99650-9813;cacapava@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;11;-;4;ANTIGO;910;112007177115;61.412.110/0152-68;2001440000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2058;ATIVA;205;2058;L2058;DSP CACAPAVA II;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R PRESIDENTE KENNEDY, 2;VILA ANTONIO AUGUSTO LUIZ;CACAPAVA;SP;12287-130;-23.10601;-45.71028;NORMAL;DROGARIA SAO PAULO;11/11/2021;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;-;-;(12)99657-9970;cacapava2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;16;-;3;TAKANO;910;234153966114;61.412.110/1125-49;2020580000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
943;ATIVA;579;943;VD943;DSP CAMPOS DO JORDAO;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AVENIDA DOUTOR JANUARIO MIRAGLIA, 828;VILA ABERNESSIA;CAMPOS DO JORDAO;SP;12460-000;-22.741307;-45.594972;NORMAL;DROGARIA SAO PAULO;5/13/2016;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3664-6600;3662-5700;(12)99627-4172;camposdojordao@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;N/C;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;6;-;3;ANTIGO;910;148944384113;61.412.110/0778-83;2009430000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
725;ATIVA;983;725;VD725;DSP CRUZEIRO;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R CAPITAO NECO, 351 PONTO COMERCIAL 01;CENTRO;CRUZEIRO;SP;12701-350;-22.575057;-44.960339;NORMAL;DROGARIA SAO PAULO;11/19/2014;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3145-6798;3144-9818;(12)99614-7059;cruzeiro@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;3;TAKANO;910;130400276110;61.412.110/0640-48;2007250000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
081;ATIVA;582;81;VD081;DSP GUARATINGUETA;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R. COM. RODRIGUES  ALVES, 27;CENTRO;GUARATINGUETA;SP;12500-010;-22.812702;-45.194257;NORMAL;DROGARIA SAO PAULO;6/1/1992;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3122-3304;(12)3132-2920;(12)99786-9997;guaratingueta@dpsp.com.br;07 ÀS 21;07 ÀS 21;07 ÀS 21;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;16;-;3;ANTIGO;910;113260266117;61.412.110/0088-06;2000810000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
661;ATIVA;866;661;VD661;DSP GUARATINGUETA II;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 960;CAMPO DO GALVAO;GUARATINGUETA;SP;12505-300;-22.814969;-45.202409;ESCOADORA;DROGARIA SAO PAULO;5/30/2014;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3122-2385;3122-0629;(12)99686-4156;guaratingueta2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;5;-;3;TAKANO;910;123512620111;61.412.110/0607-27;2006610000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2244;ATIVA;863;2244;L2244;DSP GUARATINGUETA III;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV JOAO PESSOA, 1286;PEDREGULHO;GUARATINGUETA;SP;12515-010;-22.802768;-45.203155;NORMAL;DROGARIA SAO PAULO;7/12/2021;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)2103-0614;2103-0615;(12)99127-6491;guaratingueta3@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;3;-;3;ANTIGO;910;111508952110;61.412.110/1085-17;2022440000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
239;ATIVA;579;239;VD239;DSP INDEPENDENCIA;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV INDEPENDENCIA, 766;VILA JABOTICABEIRA;TAUBATE;SP;12031-000;-23.037876;-45.579131;ESCOADORA;DROGARIA SAO PAULO;10/3/2008;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3682-1280;3681-1735;(12)99660-9699;independencia@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;2;-;3;ANTIGO;910;145114984111;61.412.110/0242-59;2002390000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
221;ATIVA;582;221;VD221;DSP LORENA;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;RUA DR. RODRIGUES DE AZEVEDO, 130;CENTRO;LORENA;SP;12600-005;-22.731525;-45.123933;NORMAL;DROGARIA SAO PAULO;8/27/2007;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3153-2718;3153-3192;(12)99654-9943;lorena@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;5;-;3;TAKANO;910;123189388114;61.412.110/0226-39;2002210000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2150;ATIVA;866;2150;L2150;DSP LORENA II;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;PC DOUTOR GAMA RODRIGUES, 325;CRUZ;LORENA;SP;12606-080;-22.748412;-45.106901;NORMAL;DROGARIA SAO PAULO;7/18/2020;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3301-4749;3301-4759;(12)99630-2547;lorena2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;910;147951624111;61.412.110/1056-82;2021500000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
143;ATIVA;983;143;VD143;DSP PINDAMONHANGABA;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV. CEL. FERNANDO  PRESTES, 254;CENTRO;PINDAMONHANGABA;SP;12400-240;-22.925987;-45.460885;ESCOADORA;DROGARIA SAO PAULO;9/1/1997;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3642-7405;(12)3648-1755;(12)99778-2382;pindamonhangaba@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;4;ANTIGO;910;147823671116;61.412.110/0155-00;2001430000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2356;ATIVA;205;2356;L2356;DSP PINDAMONHANGABA II;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV NOSSA SENHORA DO BOM SUCESSO,1501;ALTO DO CARDOSO;PINDAMONHANGABA;SP;12420-010;-22.93846;-45.46197;NORMAL;DROGARIA SAO PAULO;6/28/2022;2022;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3527-2269;(12)3527-2421;(12)99734-0272;pindamonhangaba2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;NÃO COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;INATIVO;INATIVO;INATIVO;15;-;3;TAKANO;910;528288607119;61.412.110/1139-44;2023560000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
313;ATIVA;983;313;VD313;DSP SAO GERALDO;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R FRANCISCO BARRETO LEME, 811;AREAO;TAUBATE;SP;12062-001;-23.005215;-45.550462;NORMAL;DROGARIA SAO PAULO;4/22/2009;MADURA;AR_PP;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3629-3727;3424-3433;(12)99681-8251;sgeraldo@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;910;147821730117;61.412.110/0262-00;2003130000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
603;ATIVA;579;603;VD603;DSP SHOPPING PATIO PINDA;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R ALCIDES RAMOS NOGUEIRA, 650 LOJAS 03 04 05 E 06;MOMBACA;PINDAMONHANGABA;SP;12421-705;-22.947475;-45.481192;NORMAL;DROGARIA SAO PAULO;11/23/2013;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3522-3361;3522-3372;(12)99683-7347;shoppinda@dpsp.com.br;07 ÀS 22;07 ÀS 22;07 ÀS 20;DOMINGOS E FERIADOS;SHOP;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;3;ANTIGO;910;142614026116;61.412.110/0502-50;2006030000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
053;ATIVA;983;53;VD053;DSP TAUBATE;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R. CARNEIRO DE SOUZA, 34;CENTRO;TAUBATE;SP;12010-070;-23.025068;-45.556832;NORMAL;DROGARIA SAO PAULO;2/23/1988;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3632-0041;(12)3624-1844;(12)99775-4828;taubate@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;7;-;3;TAKANO;910;118895906116;61.412.110/0056-29;2000530000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
788;ATIVA;866;788;VD788;DSP TAUBATE II;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;R EMILIO WINTHER, 486;JARDIM DAS NACOES;TAUBATE;SP;12030-000;-23.030847;-45.56244;ESCOADORA;DROGARIA SAO PAULO;8/28/2015;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3631-6999;3631-6929;(12)99620-6587;taubate2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;9;-;3;TAKANO;910;128943781114;61.412.110/0657-96;2007880000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2224;ATIVA;866;2224;L2224;DSP TAUBATE V;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV CHARLES SCHNNEIDER, 840;PARQUE SENHOR DO BONFIM;TAUBATE;SP;12040-000;-23.024745;-45.573071;NORMAL;DROGARIA SAO PAULO;2/9/2021;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(12)3633-8857;3635-4920;(12)99735-0245; taubate5@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;INATIVO;ATIVO;ATIVO;-;-;4;ANTIGO;910;234037957116;61.412.110/1086-06;2022240000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2233;ATIVA;983;2233;L2233;DSP TAUBATE VI;SP VALE DO PARAIBA;SP INTERIOR;SUL;FERNANDA ROBERTA;ANDERSON SANTOS;BRUNA COSTA ;SP VALE DO PARAIBA;AV BRIG JOSE VICENTE;VILA SAO CARLOS;TAUBATE;SP;12070-191;-23.02175;-45.556215;NORMAL;DROGARIA SAO PAULO;11/28/2020;MADURA;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;(12)3632-1219;3631-7107;(12)99715-1157; taubate6@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;TAKANO;910;688536148112;61.412.110/1070-30;2022330000;-;-;-;;SIM;45636;OPERACAO;INATIVO;OPERACAO;-;;;
1460;ATIVA;393;1460;L1460;DP BAIRRO UBERABA;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;R CAPIT LEONIDAS MARQUES,940;UBERABA	;CURITIBA;PR;81540-470;-25.473657;-49.217134;ESCOADORA;DROGARIAS PACHECO;5/13/2014;MADURA;AA_M;AA;Parcela minima de 60 e até 3X;PADRÃO;-;-;(41)99225-8678;bairrouberaba@dpsp.com.br;08 ÀS 23;08 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;-;-;3;ANTIGO;906;9066188857;33.438.250/0475-54;2023030000;2303;10/19/2024;61.412.110/0441-01;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1477;ATIVA;588;1477;L1477;DP JARDIM VILAS BOAS;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV INGLATERRA,678;IGAPO;LONDRINA;PR;86046-002;-23.345416;-51.147677;NORMAL;DROGARIAS PACHECO;5/30/2015;MADURA;AA_M;AA;Parcela minima de 60 e até 3X;PADRÃO;-;-;(43)99165-4764;jardimvilasboas@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;906;9069455171;33.438.250/0499-21;2023050000;2305;10/19/2024;61.412.110/0450-94;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1472;ATIVA;591;1472;L1472;DP LONDRINA 2;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV SANTOS DUMONT,1415;BOA VISTA;LONDRINA;PR;86039-090;-23.324486;-51.141181;NORMAL;DROGARIAS PACHECO;3/31/2015;MADURA;CBR_G;CBR;Parcela minima de 40 e até 3X;PADRÃO;-;-;(43)99146-9226;londrina2@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;18;-;3;TAKANO;906;9068893159;33.438.250/0487-98;2023020000;2302;8/25/2024;61.412.110/0605-65;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1432;ATIVA;588;1432;L1432;DP PARANAVAI;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV PARANA,863;CENTRO;PARANAVAI;PR;87701-970;-23.080431;-52.454674;NORMAL;DROGARIAS PACHECO;4/2/2014;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;-;-;(44)99141-8449;paranavai@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;5;-;3;ANTIGO;906;9064972046;33.438.250/0444-58;2023080000;2308;8/25/2024;61.412.110/1117-39;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
1450;ATIVA;588;1450;L1450;DP PINHAIS;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;R JANDAIA DO SUL, 1110;EMILIANO PERNETA	;PINHAIS;PR;83324-440;-25.421764;-49.184137;NORMAL;DROGARIAS PACHECO;5/3/2014;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;-;-;(41)99143-1746;pinhais@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;10;-;3;TAKANO;906;9065948700;33.438.250/0465-82;2023090000;2309;8/25/2024;61.412.110/0548-32;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1438;ATIVA;588;1438;L1438;DP PONTA GROSSA 1;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV DOM PEDRO II,165;NOVA RUSSIA	;PONTA GROSSA;PR;84053-320;-25.086935;-50.17709;ESCOADORA;DROGARIAS PACHECO;7/25/2014;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;-;-;(42)99136-0457;pontagrossa1@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;7;-;3.0;ANTIGO;906;9064800261;33.438.250/0453-49;2023100000;2310;10/19/2024;61.412.110/0641-29;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1747;ATIVA;321;1747;L1747;DP PONTA GROSSA 3;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;R CORONEL FRANCISCO RIBAS,68;CENTRO	;PONTA GROSSA;PR;84010-260;-25.09363;-50.16235;NORMAL;DROGARIAS PACHECO;2/1/2023;2023;POP_M;POP;Parcela minima de 40 e até 3X;PADRÃO;-;-;(42)99144-2649;ponta.grossa3@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;NEW;NÃO COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;INATIVO;INATIVO;ATIVO;13;-;4.0;TAKANO;906;9096448101;33.438.250/0666-99;2025530000;2553;8/25/2024;61.412.110/1324-93;;SIM;-;OPERACAO;INATIVO;OPERACAO;-;;;
1433;ATIVA;588;1433;L1433;DP PRACA ROTARY;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV BRASIL,6559;ZONA 05	;MARINGA;PR;87015-280;-23.426355;-51.96529;NORMAL;DROGARIAS PACHECO;3/6/2014;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;-;-;(44)99131-8300;pracarotary@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;9;-;3.0;ANTIGO;906;9064800261;33.438.250/0450-04;2023060000;2306;10/19/2024;61.412.110/1116-58;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
1493;ATIVA;588;1493;L1493;DP SANTA FELICIDADE;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV MANOEL RIBAS,6544;SANTA FELICIDADE	;CURITIBA;PR;82400-000;-25.401929;-49.335207;NORMAL;DROGARIAS PACHECO;3/15/2016;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;-;-;(41)99262-9003;santafelicidade@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;9;-;3.0;TAKANO;906;9071632889;33.438.250/0518-29;2023040000;2304;8/25/2024;61.412.110/0295-60;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
1435;ATIVA;773;1435;L1435;DP TIRADENTES PR;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV TIRADENTES,253;ZONA 02	;MARINGA;PR;87013-260;-23.425465;-51.93554;ESCOADORA;DROGARIAS PACHECO;2/5/2014;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;-;-;(44)99183-9001;tiradentespr@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;N/C;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;12;-;3.0;ANTIGO;906;9064800423;33.438.250/0448-81;2023070000;2307;10/19/2024;61.412.110/1325-74;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2314;ATIVA;321;2314;L2314;DSP LONDRINA III;PR PARANA;SP LESTE NORTE+PR;SUL;FELIPE TUPINAMBA;VALTER TOMAZ;BRUNA COSTA ;OUTROS;AV HIGIENOPOLIS,710;CENTRO;LONDRINA;PR;86020-080;-23.31628;-51.16582;NORMAL;DROGARIAS PACHECO;2/23/2022;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(43)3367-7318;3367-7319;(43)99133-1975;londrina3@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;18;-;3.0;TAKANO;910;9092785898;61.412.110/1121-15;2023140000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
2312;INATIVA;321;2312;L2312;DSP LONDRINA IV;PR PARANA;SP LESTE NORTE+PR;SUL;-;-;BRUNA COSTA ;OUTROS;AV CELSO GARCIA CID, 600;CENTRO;LONDRINA;PR;86010-490;-23.31378;-51.15268;NORMAL;DROGARIAS PACHECO;6/30/2022;2022;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;-;-;(43)99184-8299;londrina4@dpsp.com.br;07 ÀS 23;07 ÀS 23;08 ÀS 22;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;15;-;3.0;TAKANO;910;9094827555;61.412.110/1143-20;2023120000;-;-;-;4/30/2025;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
